city,age,sex,family_size,work_hours,avg_sleep_hours,screen_time_hours,tea_cups,coffee_cups,late_snack,spice_intake,religious_freq,festival_freq,physical_activity_min,bedtime_variability,stress_level,city_noise_dB,light_pollution_index,temperature_night,humidity_night,air_quality_index,screen_brightness_behavior,sleep_quality_score
Indore,34.6,Male,3,9.2,7.64,2.01,0,0,0,3,8,1,23.2,1.24,1.24,62.26,50.88,29.15,65.99,127.4,0.44,74.58
Ghaziabad,34.3,Female,5,8.8,6.21,0.65,2,0,0,5,4,1,72.4,1.32,6.87,42.32,48.92,20.27,74.72,70.2,0.79,48.49
Pune,16.0,Male,3,11.0,6.6,3.58,1,4,0,3,1,2,14.3,0.0,7.67,71.26,72.52,25.4,76.55,109.3,0.54,39.44
Bengaluru,36.4,Male,2,11.9,5.7,4.09,0,0,0,4,3,1,27.9,2.78,6.87,81.84,59.37,19.49,42.83,140.2,0.6,44.16
Aurangabad,23.3,Male,5,11.0,6.75,1.23,1,1,0,3,6,2,9.3,1.22,5.24,56.31,66.07,15.57,72.18,133.8,0.34,57.43
Ahmedabad,19.0,Female,1,9.6,5.59,0.66,1,0,0,3,2,2,12.3,0.76,5.72,68.25,61.52,19.87,68.33,10.0,0.39,49.49
Vasai-Virar,19.0,Male,3,8.8,8.46,1.66,3,0,0,4,2,2,54.3,0.32,1.71,53.55,48.2,20.8,67.79,20.9,0.56,76.92
Kolkata,34.3,Male,2,9.8,5.37,4.4,0,1,1,4,2,3,30.1,1.17,8.35,63.99,63.44,25.07,51.77,89.1,0.61,32.15
Pimpri-Chinchwad,27.8,Male,3,8.4,6.47,1.42,4,0,0,4,1,3,40.9,1.11,3.8,48.19,63.72,24.56,70.18,94.3,0.17,56.0
Nashik,16.0,Male,4,12.0,5.72,4.28,3,0,1,4,5,1,51.1,1.39,10.0,43.26,42.95,30.12,76.54,52.7,0.68,48.73
Mumbai,34.8,Male,2,10.5,6.13,2.44,1,0,0,2,3,1,75.4,1.24,7.22,72.57,78.61,21.7,74.99,160.6,0.29,61.94
Surat,16.0,Female,1,10.8,6.64,0.68,1,2,0,5,3,1,51.8,1.26,5.78,74.01,71.32,24.61,54.87,107.7,0.17,55.4
Kolkata,31.4,Male,3,11.0,4.11,1.99,0,2,1,4,2,4,30.9,1.77,5.77,58.59,60.68,16.65,69.97,128.6,0.4,48.69
Mumbai,32.4,Female,2,11.8,7.55,1.13,6,0,0,4,1,1,56.8,1.96,5.6,71.34,73.85,24.09,58.46,146.1,0.62,57.56
Thrissur,38.9,Female,5,8.7,7.55,1.35,2,0,1,3,4,2,34.5,1.96,2.82,56.36,63.85,28.22,60.99,152.3,0.41,57.94
Surat,47.8,Female,2,10.8,6.39,2.88,1,2,0,3,0,2,35.5,0.12,5.59,83.52,86.82,22.9,40.22,170.7,0.46,46.95
Port Blair,16.4,Female,5,9.9,5.6,1.58,2,0,0,4,1,2,65.9,0.59,3.68,50.58,51.07,25.33,50.94,62.5,0.52,56.58
Pune,29.5,Female,2,7.7,8.29,4.1,1,1,1,3,3,1,22.3,0.0,4.37,73.75,86.7,22.87,68.71,129.2,0.21,54.9
Jabalpur,27.2,Female,6,8.3,6.38,1.52,4,2,0,5,2,4,39.6,3.45,4.16,64.99,38.75,29.29,61.49,59.9,0.42,49.2
Shimla,34.3,Male,4,8.8,6.58,0.66,3,1,1,3,1,0,14.2,0.42,2.71,61.38,50.97,26.6,82.39,85.3,0.77,61.01
Varanasi,32.2,Female,4,10.5,6.26,2.13,1,0,0,2,4,2,36.2,0.91,5.17,65.77,46.08,29.77,77.41,24.7,0.47,60.32
Pimpri-Chinchwad,26.5,Female,4,14.2,6.64,1.87,1,0,1,3,6,4,0.0,0.32,1.0,52.64,50.23,25.67,73.72,93.3,0.14,61.27
Kanpur,25.6,Male,3,8.3,7.11,1.98,2,0,0,5,1,3,27.3,1.05,6.47,55.86,28.56,23.41,74.47,102.4,0.44,51.15
Surat,18.8,Male,2,9.3,4.72,1.23,4,2,1,4,5,1,26.3,1.6,9.05,72.26,67.48,20.74,55.13,82.6,0.68,44.31
Udaipur,39.9,Female,5,9.7,7.06,2.24,2,0,0,5,3,1,33.8,1.13,4.8,45.61,63.66,24.93,72.99,97.8,0.43,53.11
Itanagar,34.6,Female,4,6.4,6.93,3.25,0,0,1,4,2,2,28.4,1.2,5.75,34.55,54.51,21.79,43.99,46.9,0.4,51.95
Kakinada,39.2,Male,3,6.3,6.32,0.82,2,0,0,5,7,1,68.3,0.53,3.98,60.0,51.06,32.18,81.96,122.7,0.61,56.78
Kolkata,26.9,Female,4,9.8,7.18,0.59,0,0,1,5,1,3,55.8,0.69,7.16,68.59,64.95,14.34,51.63,122.8,0.53,49.88
Gwalior,23.4,Male,6,8.2,6.61,0.61,1,0,0,4,2,2,45.8,0.53,1.85,65.85,65.22,22.28,78.61,23.3,0.87,59.61
Bilaspur,19.2,Male,6,10.7,6.76,1.97,3,0,0,3,3,1,30.7,0.72,1.0,50.96,55.28,28.59,62.69,10.0,0.53,66.79
Chennai,33.6,Female,1,9.4,6.05,0.89,1,1,1,5,1,3,82.7,0.27,5.83,81.88,74.56,18.64,44.92,127.2,0.34,43.64
Mumbai,19.6,Female,3,8.0,7.2,3.33,2,1,1,3,3,1,81.1,0.69,5.21,72.84,91.42,24.83,67.43,124.5,0.42,43.76
Thiruvananthapuram,48.5,Female,5,7.5,5.49,2.32,6,0,0,3,1,1,33.6,1.05,4.47,49.3,53.07,22.85,98.55,87.4,0.87,57.82
Vasai-Virar,16.9,Male,5,10.8,6.52,2.33,4,0,0,2,3,3,1.5,1.58,4.32,57.34,64.89,24.68,65.81,10.0,0.37,55.45
Kohima,32.7,Female,5,7.9,8.13,4.33,1,0,0,3,5,1,59.1,0.48,5.61,41.99,48.1,26.52,89.95,97.8,0.42,47.52
Kolkata,45.7,Male,3,9.5,6.85,0.63,4,1,0,1,3,3,55.8,1.32,7.51,71.83,68.91,20.44,55.03,66.7,0.39,55.32
Panaji,36.0,Female,5,8.5,6.71,0.46,3,0,0,4,4,1,76.1,0.0,5.26,47.74,75.86,17.89,62.28,50.0,0.77,53.09
Hyderabad,31.8,Male,3,9.1,7.27,4.28,0,0,0,3,1,2,31.3,1.16,9.09,65.65,47.47,19.74,77.46,81.0,0.59,45.87
Chennai,20.3,Male,2,10.5,6.7,3.03,2,1,1,3,0,4,50.0,1.92,4.67,79.04,66.05,8.43,60.34,129.4,0.69,41.98
Chennai,16.2,Female,3,12.7,5.77,3.65,2,2,1,4,3,2,45.1,0.67,8.64,89.11,65.12,18.64,59.86,145.1,0.1,39.71
Port Blair,37.7,Male,4,9.8,5.23,0.16,1,0,0,4,6,2,10.1,0.92,5.8,59.07,34.59,22.48,69.97,54.3,0.43,51.92
Howrah,45.1,Female,4,10.2,6.85,0.78,0,0,1,4,3,2,31.5,2.33,6.49,61.64,66.8,19.59,50.62,65.8,0.77,65.07
Agra,25.6,Male,3,7.6,7.44,2.88,2,1,1,3,0,2,21.1,1.9,3.61,48.19,52.63,32.68,73.96,32.1,0.97,50.4
Surat,18.6,Male,4,10.6,6.42,2.33,0,1,0,3,1,3,3.2,3.21,4.97,76.24,70.28,14.83,54.97,152.8,0.39,43.16
Pondicherry,16.0,Male,3,11.1,8.62,3.18,1,0,0,3,3,0,35.3,1.03,5.56,59.4,62.62,27.98,67.23,39.5,0.24,64.05
Jaipur,20.2,Female,2,9.7,6.6,2.08,0,2,0,3,1,1,36.3,0.0,3.97,58.95,76.24,29.17,34.04,161.3,0.66,50.23
Imphal,28.9,Male,3,9.0,4.79,1.81,0,1,0,1,1,0,35.0,0.99,4.22,49.34,45.62,20.87,86.51,81.6,0.11,58.19
Thane,46.0,Female,3,10.1,7.39,5.29,2,0,0,3,4,1,50.0,1.15,3.32,60.04,66.64,26.0,47.24,75.8,0.39,46.34
Jaipur,36.7,Female,4,12.3,3.5,1.46,2,0,0,2,4,3,43.1,2.66,8.05,74.33,66.28,25.3,29.69,172.2,0.92,36.17
Visakhapatnam,33.1,Male,5,10.8,6.07,2.67,3,1,0,4,4,1,46.6,0.78,5.64,57.02,51.93,18.51,63.85,78.3,0.68,50.05
Ahmedabad,26.0,Male,2,8.1,5.47,0.93,2,1,1,4,1,2,18.4,0.32,2.88,61.16,67.08,21.54,70.68,21.8,0.38,56.64
Agartala,24.2,Male,4,9.5,6.2,1.22,2,0,1,3,1,4,17.5,1.7,6.2,56.59,6.54,26.83,55.6,100.4,0.7,51.1
Vadodara,44.1,Female,4,8.1,6.77,2.66,4,0,0,5,2,3,30.7,0.15,5.02,41.24,48.47,20.5,59.49,53.3,0.46,58.61
Hyderabad,32.0,Male,3,9.5,5.87,1.59,1,0,1,4,0,1,4.6,0.14,5.54,62.37,56.45,21.92,73.0,109.4,0.43,50.27
Aligarh,16.0,Male,4,7.0,7.76,2.79,5,0,1,4,4,1,27.9,1.35,1.39,68.2,34.67,24.94,88.99,34.2,0.23,64.79
Jaipur,23.3,Male,4,9.6,4.83,2.28,1,0,1,3,0,2,38.0,2.29,4.78,62.07,56.91,21.58,43.35,154.9,0.33,35.4
Faridabad,21.4,Female,2,7.7,7.64,1.12,4,1,1,4,3,3,62.0,2.61,4.94,64.03,44.01,20.84,82.11,79.4,0.32,64.37
Rajahmundry,24.5,Female,6,8.8,9.13,1.9,1,1,1,3,1,2,34.5,2.59,4.62,51.47,42.53,20.34,61.86,63.7,0.9,44.49
Amritsar,35.6,Female,4,9.7,8.11,1.47,3,2,0,3,3,1,11.9,0.07,3.87,54.63,50.91,23.66,52.14,153.5,0.46,59.17
Bengaluru,28.9,Female,4,10.4,6.42,2.29,0,1,0,5,3,3,29.4,2.43,5.11,71.45,75.59,16.48,28.36,121.4,0.26,42.99
Bilaspur,29.2,Male,5,10.3,3.99,1.55,4,1,1,2,5,3,52.7,1.9,6.74,45.21,25.55,23.38,65.96,110.6,0.61,42.15
Amritsar,43.1,Male,3,8.3,6.83,0.75,6,0,1,3,0,1,0.0,2.33,6.12,65.29,52.4,23.27,50.24,162.4,0.83,51.89
Surat,23.0,Female,3,7.5,6.96,0.74,1,0,0,3,4,1,38.7,1.07,4.42,69.82,65.22,22.42,54.1,152.0,0.93,62.45
Kolkata,48.6,Female,4,12.4,4.37,0.37,0,0,0,3,1,1,27.3,0.87,5.48,77.94,62.97,16.22,57.86,102.1,0.34,56.64
Panaji,23.3,Male,4,9.8,7.12,2.45,2,1,1,3,1,0,65.5,2.42,3.35,49.42,57.51,21.63,63.28,46.1,0.26,51.85
Amritsar,30.9,Male,6,9.9,5.43,2.39,3,1,0,3,4,4,45.8,1.68,5.73,53.74,52.32,23.7,56.72,91.5,0.7,52.56
Nashik,27.2,Female,6,9.8,5.94,1.29,3,0,1,3,3,3,16.4,2.67,4.31,63.35,49.9,32.2,75.46,25.2,0.7,55.97
Haridwar,31.2,Male,4,9.4,6.51,1.88,1,0,1,5,2,0,70.4,1.01,7.5,44.5,48.71,26.95,82.6,79.8,0.43,49.12
Vijayawada,34.4,Male,4,10.5,7.45,3.25,4,0,0,3,0,3,47.6,0.64,1.0,45.84,53.44,18.48,44.01,47.9,0.22,69.59
Kolkata,34.3,Female,2,9.0,7.44,1.87,2,3,0,4,1,2,7.9,1.37,2.17,68.71,48.33,24.84,35.38,153.9,0.4,56.21
Ahmedabad,22.5,Female,4,11.2,7.53,2.23,2,1,0,2,4,1,37.0,0.69,3.94,65.35,69.46,15.36,54.89,33.9,0.19,62.69
Pune,18.8,Male,3,10.5,7.71,4.94,1,2,0,4,2,3,57.1,0.0,4.99,67.19,77.58,16.92,72.09,135.3,0.74,48.0
Thiruvananthapuram,55.0,Male,5,9.2,5.24,2.35,5,1,1,3,3,3,31.5,1.35,1.76,63.03,46.64,20.72,80.06,53.1,0.31,58.7
Delhi,25.2,Male,2,9.3,6.15,3.41,0,1,0,4,1,1,52.7,1.05,6.62,77.91,72.26,32.06,61.55,173.3,0.08,48.51
Vasai-Virar,37.0,Female,4,9.4,6.22,2.64,1,1,0,1,4,2,13.7,1.74,4.07,57.47,66.69,22.88,68.41,10.0,0.76,46.29
Shimla,16.0,Other,5,8.7,9.08,2.45,1,0,0,4,2,1,0.0,1.18,2.74,60.32,30.83,30.67,71.39,24.7,0.74,59.49
Pondicherry,27.2,Female,5,10.3,8.32,1.35,3,0,0,3,4,4,66.6,2.43,2.69,45.06,54.35,27.11,49.8,62.1,0.52,59.82
Surat,28.7,Male,3,9.3,7.77,1.53,0,3,0,2,0,1,47.4,1.01,8.31,73.76,79.4,25.37,45.8,69.2,0.27,44.64
Imphal,34.7,Male,5,7.5,7.44,2.61,2,1,0,3,2,1,37.4,2.68,3.72,57.15,57.83,15.3,73.63,83.0,0.34,57.32
Bengaluru,16.0,Female,3,10.8,6.51,3.52,0,1,1,4,1,3,54.8,1.64,3.99,72.77,74.26,18.09,64.18,96.1,0.1,52.72
Kohima,31.7,Male,3,12.2,6.01,2.21,0,1,1,5,1,3,21.0,1.08,8.56,47.31,79.27,31.35,69.62,95.3,0.55,48.24
Kolkata,18.5,Female,3,10.4,7.36,2.79,1,4,1,3,1,2,37.6,0.0,3.02,57.28,51.97,15.05,55.52,143.4,0.67,61.52
Jaipur,33.2,Female,4,9.8,6.55,1.73,2,1,0,3,1,0,26.9,2.16,3.26,64.95,57.75,22.84,57.48,165.4,0.89,48.94
Panaji,19.6,Male,3,11.7,5.43,0.94,0,2,0,4,6,1,73.4,0.57,6.53,52.36,73.6,21.62,61.85,91.6,0.31,54.34
Kolkata,21.4,Female,2,10.7,7.05,1.77,5,2,0,3,8,1,61.6,0.47,5.54,68.85,63.36,20.36,51.43,121.2,0.21,60.46
Hyderabad,27.3,Male,3,9.8,9.47,2.75,2,0,0,2,2,1,73.1,0.0,1.83,71.62,59.41,19.75,62.6,142.1,0.5,78.85
Kota,19.5,Female,3,11.6,5.3,1.46,3,0,1,4,4,1,38.6,0.0,2.27,68.29,22.56,13.77,61.37,118.0,0.53,51.82
Kota,25.2,Male,4,7.9,7.35,3.41,4,0,0,3,2,2,41.5,1.76,3.05,59.96,23.5,16.63,68.92,102.2,0.42,49.81
Navi Mumbai,18.1,Female,4,8.5,7.53,4.48,2,1,1,5,3,1,0.0,1.35,7.53,45.2,44.28,27.28,66.8,118.7,0.53,49.78
Guwahati,16.0,Female,5,9.5,8.01,2.77,0,1,1,2,1,3,32.7,0.98,5.16,50.76,63.51,25.05,49.87,24.4,0.71,57.31
Faridabad,40.2,Male,6,13.2,5.27,3.1,4,0,0,2,0,1,3.2,0.85,6.77,64.77,31.59,16.88,76.1,111.3,0.19,47.42
Pune,17.0,Male,2,8.6,8.2,1.71,4,0,1,4,1,1,51.2,1.16,5.06,64.97,86.7,18.58,77.18,130.4,0.86,60.13
Surat,28.2,Male,2,8.3,6.81,3.22,4,2,0,4,2,3,15.9,0.53,3.99,75.91,87.62,19.11,59.8,119.7,0.74,50.37
Chennai,37.5,Male,4,10.3,7.39,2.46,2,2,0,5,3,2,33.9,0.92,3.78,83.49,79.33,14.82,59.14,103.8,0.36,57.88
Rajahmundry,23.9,Female,6,11.2,6.07,1.59,2,0,0,5,0,2,62.1,0.19,6.7,43.01,35.33,25.07,46.09,27.4,0.32,46.59
Vasai-Virar,21.7,Male,6,10.4,5.42,1.75,3,2,1,4,4,2,39.8,1.07,5.53,51.8,61.39,26.46,64.47,42.3,0.19,49.43
Lucknow,32.3,Male,5,8.0,7.03,1.76,3,0,0,4,2,1,33.8,1.49,1.31,56.94,38.49,23.16,85.74,85.7,0.53,62.11
Visakhapatnam,41.2,Male,4,7.3,6.54,1.66,0,0,1,3,2,2,33.2,2.21,6.85,61.9,63.59,20.76,55.57,108.1,0.49,42.71
Bharatpur,18.3,Female,4,8.0,8.63,1.45,2,0,0,2,2,0,23.3,1.1,5.28,67.19,50.98,19.0,67.45,69.6,0.65,66.37
Kolkata,28.5,Female,3,10.2,6.25,1.16,0,0,0,1,4,3,36.7,0.0,8.69,69.06,65.43,20.83,43.67,151.6,0.56,44.79
Vasai-Virar,16.0,Male,2,9.5,5.96,0.59,2,0,0,3,2,2,28.6,1.82,9.81,53.34,63.88,26.2,60.58,20.3,0.28,42.78
Ghaziabad,26.1,Female,4,8.6,9.18,2.36,3,0,0,3,2,1,55.3,2.33,2.49,50.32,29.14,21.32,50.65,74.1,0.24,63.63
Aurangabad,30.3,Female,6,8.6,6.59,0.0,6,1,1,3,4,1,10.5,1.09,2.16,46.58,79.49,16.45,72.59,55.7,0.53,61.38
Delhi,21.5,Male,2,9.6,9.01,4.45,0,1,1,3,2,1,32.4,0.71,3.02,80.99,68.86,26.43,62.4,143.6,0.49,61.03
Pondicherry,25.4,Female,3,9.9,6.64,1.44,2,1,0,5,4,2,61.0,1.49,6.25,45.96,37.43,17.64,73.53,72.7,0.02,61.24
Udaipur,16.0,Male,3,9.5,7.97,0.38,2,0,0,5,1,2,36.5,1.11,4.55,57.54,55.66,23.92,71.61,70.2,0.74,58.8
Kalyan-Dombivli,30.8,Male,2,9.9,6.49,2.47,2,0,1,4,1,2,27.1,0.0,4.85,56.98,37.09,28.24,51.86,65.5,0.59,60.66
Madurai,40.6,Female,3,9.5,8.34,1.88,4,0,0,4,5,3,29.6,0.7,4.33,44.38,46.14,23.03,100.0,75.7,0.19,70.24
Jamshedpur,19.0,Male,4,6.2,6.54,1.15,3,2,0,3,7,4,57.5,0.08,3.31,67.47,27.04,22.4,67.42,62.6,0.4,51.95
Jodhpur,23.8,Female,5,9.0,6.56,1.48,3,0,0,3,3,2,36.9,2.24,6.55,57.66,62.89,25.11,64.11,114.9,0.3,48.96
Kolkata,35.0,Male,1,9.0,6.45,2.41,2,0,0,3,1,2,16.1,1.93,6.13,67.88,66.17,16.91,55.56,122.4,0.11,46.97
Vasai-Virar,42.1,Male,4,11.4,6.66,2.98,1,0,0,3,2,2,7.5,1.91,1.0,51.23,39.22,26.25,61.68,20.4,0.16,44.34
Aurangabad,16.0,Female,5,7.3,5.43,0.0,1,0,0,2,3,1,37.7,1.97,5.19,40.31,68.28,21.48,54.55,110.1,0.17,58.33
Indore,28.3,Female,6,6.1,6.68,2.29,5,1,0,4,4,1,59.7,1.3,6.26,60.66,44.46,25.87,50.72,77.2,0.7,60.54
Thiruvananthapuram,32.8,Female,3,10.2,6.67,3.48,3,0,0,4,3,1,12.3,1.47,3.7,48.85,46.55,17.79,87.49,79.7,0.26,64.88
Udaipur,29.0,Male,5,9.4,5.48,1.27,2,1,0,5,1,0,53.0,1.89,6.51,44.55,60.33,23.73,58.71,88.1,0.49,52.22
Jamshedpur,16.0,Female,5,9.2,8.0,2.67,1,0,0,3,3,3,86.0,0.0,3.04,55.91,5.0,24.05,60.43,66.2,0.63,69.35
Thane,35.0,Female,6,9.6,6.51,3.67,2,0,0,5,2,1,39.5,1.66,4.35,60.45,58.43,32.4,35.26,27.4,0.48,54.12
Bengaluru,45.2,Female,1,9.9,5.68,4.88,0,0,1,4,1,2,57.3,0.69,7.79,65.16,63.63,18.27,35.46,179.5,0.52,42.66
Thrissur,31.2,Female,5,8.3,7.96,2.21,4,0,0,3,4,1,35.9,0.0,5.89,59.76,64.96,33.75,54.88,137.6,0.79,63.2
Aizawl,19.7,Female,5,9.3,7.56,2.63,1,0,1,3,3,2,56.2,1.83,3.43,52.75,40.28,29.56,73.59,62.6,0.53,46.54
Kolkata,24.9,Male,2,8.4,7.61,3.57,1,1,0,3,1,0,44.2,0.0,2.71,68.93,62.45,24.25,61.08,115.4,0.51,57.36
Jamshedpur,47.7,Male,4,11.2,7.21,2.56,3,0,0,4,5,2,50.0,1.41,6.02,49.38,17.32,27.2,50.46,24.1,0.37,60.81
Tiruchirappalli,39.1,Male,4,8.0,5.6,1.2,3,0,1,3,6,2,35.2,1.47,10.0,48.21,61.24,27.06,79.38,38.4,0.52,38.41
Ludhiana,36.4,Other,3,7.2,7.87,1.34,0,1,0,2,2,0,47.6,1.68,3.78,61.36,77.97,24.47,75.25,92.9,0.48,52.4
Varanasi,33.6,Male,5,9.6,3.9,2.24,3,1,1,3,5,0,64.5,0.55,9.09,57.33,29.28,22.65,73.65,34.2,0.21,39.39
Jaipur,23.4,Female,4,8.8,6.48,3.37,3,1,1,2,0,3,53.5,0.56,4.44,65.41,59.34,19.84,44.31,109.4,0.1,63.07
Mumbai,28.0,Male,3,11.8,5.88,3.34,1,1,0,2,2,2,45.2,1.02,1.45,78.24,80.0,24.71,60.03,148.3,0.14,49.85
Surat,29.2,Female,3,7.0,7.58,1.46,0,0,0,3,1,1,48.5,0.52,3.79,74.02,78.22,18.01,60.58,105.3,0.48,46.76
Siliguri,35.5,Male,5,6.5,6.71,1.78,2,0,1,4,0,2,49.7,1.45,4.35,63.65,37.22,23.25,47.55,140.6,0.86,47.42
Delhi,45.1,Female,2,9.4,5.59,1.11,1,2,0,4,4,1,40.6,0.98,4.3,65.04,68.22,24.96,66.11,190.5,0.25,59.36
Surat,41.2,Male,2,10.2,7.6,3.09,3,1,0,2,2,2,29.2,1.2,2.51,77.96,74.47,22.97,62.2,113.9,0.68,53.86
Jaipur,16.0,Female,4,8.9,6.89,4.48,2,0,1,1,1,1,46.9,1.82,8.95,57.14,57.81,19.27,42.73,148.2,0.09,45.08
Faridabad,32.2,Female,5,8.6,6.66,2.47,1,0,1,3,5,1,39.5,1.0,4.77,58.81,28.25,21.73,77.83,79.9,0.18,57.84
Gorakhpur,37.4,Female,4,11.6,8.34,0.24,6,0,1,3,5,1,14.4,0.88,3.42,38.5,55.32,21.06,61.96,98.0,0.24,60.17
Surat,36.2,Male,3,8.9,6.6,2.61,2,2,0,3,5,3,40.1,0.62,8.97,81.65,73.89,21.54,44.44,94.6,0.19,43.75
Surat,23.7,Male,4,7.6,7.2,2.49,5,2,0,4,3,1,33.8,0.8,6.41,70.53,67.26,23.44,37.84,56.8,0.47,47.51
Thiruvananthapuram,59.1,Female,6,8.7,6.84,1.52,2,0,0,2,6,1,60.3,1.21,5.81,53.69,51.23,18.65,74.68,84.2,0.61,56.09
Bhopal,17.2,Male,5,7.3,8.1,0.16,2,0,1,3,0,1,57.2,0.51,1.64,62.93,38.78,22.59,34.46,47.1,0.69,74.98
Hyderabad,19.2,Male,2,10.9,6.86,3.48,1,2,1,3,1,2,42.6,1.05,2.43,71.21,64.84,20.8,66.56,117.0,0.53,64.58
Bhopal,32.3,Female,3,9.7,7.75,2.85,5,0,0,2,0,3,16.3,1.3,5.9,59.2,37.61,25.71,59.9,61.0,0.65,51.64
Kolkata,51.2,Male,4,9.8,5.68,1.62,0,2,0,2,6,2,44.0,1.54,6.93,68.81,60.13,15.36,47.9,125.0,0.74,51.63
Chennai,21.6,Male,3,10.6,5.24,1.61,4,1,0,4,1,2,46.1,0.71,6.88,84.0,58.07,15.61,45.41,177.2,0.4,52.76
Vadodara,27.3,Female,5,7.4,4.01,1.71,3,0,0,1,4,0,35.8,2.64,8.65,48.3,41.97,25.14,59.1,48.9,0.34,43.51
Nagpur,40.8,Male,3,10.4,8.28,3.57,1,0,1,3,3,1,24.5,2.3,2.1,58.98,51.9,20.19,78.27,54.1,0.66,56.93
Gorakhpur,29.8,Male,4,8.1,9.63,1.74,3,1,0,5,5,2,47.5,2.07,2.44,45.72,53.46,23.93,60.63,33.0,0.23,55.62
Jaipur,26.7,Female,4,12.5,6.99,1.73,2,0,1,1,2,1,11.5,0.96,5.95,61.39,62.89,24.03,50.95,199.5,0.35,51.4
Vasai-Virar,35.7,Male,3,8.5,5.38,1.64,3,2,0,3,0,1,38.4,0.66,5.53,60.25,60.56,26.02,65.7,10.0,0.89,56.35
Navi Mumbai,32.7,Female,6,8.3,6.92,3.58,2,1,0,3,4,0,45.1,1.13,5.43,40.8,28.98,22.94,69.13,92.4,0.31,56.47
Delhi,40.3,Male,3,9.7,6.28,0.48,3,2,0,3,0,1,25.9,2.29,1.13,56.28,63.72,27.21,54.13,116.0,0.35,59.11
Ranchi,42.9,Female,4,9.9,5.21,1.79,0,0,1,5,3,1,23.6,2.02,7.04,59.82,24.09,27.24,74.09,21.0,0.22,45.86
Chennai,33.1,Male,3,12.2,3.91,2.15,2,1,0,4,2,3,46.7,1.62,6.22,75.39,67.12,21.12,58.47,144.7,0.39,47.29
Kakinada,32.9,Male,5,9.5,8.48,1.9,4,0,0,3,1,1,51.1,0.21,6.69,66.82,56.5,31.38,89.32,96.8,0.63,50.6
Kolkata,32.1,Male,3,13.2,7.25,1.8,1,6,0,5,1,2,79.0,1.54,5.45,64.85,66.09,17.8,46.65,125.2,0.45,61.58
Kanpur,34.9,Male,5,7.8,8.27,0.8,4,0,0,4,1,3,3.3,1.89,4.18,54.35,39.8,26.65,77.57,11.5,0.39,56.44
Bengaluru,30.6,Female,2,9.7,5.97,3.93,1,1,0,5,3,2,55.9,0.0,2.9,55.65,75.53,16.73,30.9,111.8,0.2,44.12
Nellore,30.0,Male,4,7.3,6.68,0.35,1,0,0,4,2,2,24.3,2.03,6.24,52.76,46.08,32.87,76.72,76.2,0.11,67.13
Vadodara,42.0,Female,4,8.2,5.14,3.41,2,0,1,3,2,1,38.1,1.81,2.61,52.51,39.4,19.89,59.57,44.5,0.19,44.24
Varanasi,45.2,Female,3,8.0,6.03,2.31,3,0,0,5,3,2,90.0,1.25,5.79,56.56,31.45,26.18,68.95,65.5,0.48,61.43
Mumbai,16.0,Female,3,7.8,7.69,3.68,1,2,0,2,2,2,30.5,0.86,1.0,65.81,90.14,19.47,68.22,80.3,0.14,59.09
Agartala,30.1,Male,5,10.4,6.46,2.06,1,0,1,4,1,1,55.0,1.11,6.12,65.8,30.11,20.94,56.27,39.5,0.18,45.28
Hyderabad,23.1,Male,4,10.9,6.09,4.18,0,2,0,3,1,3,26.1,1.98,4.92,68.69,60.34,21.79,72.57,172.8,0.63,57.84
Aligarh,26.9,Female,5,8.4,5.89,2.48,2,0,1,2,2,4,30.6,2.38,9.77,50.43,27.58,20.0,79.52,18.4,0.83,50.66
Hyderabad,34.0,Female,3,10.5,5.54,4.3,1,1,0,1,2,3,54.9,1.56,8.25,61.75,52.34,26.01,65.83,105.6,0.36,43.93
Chennai,36.7,Female,3,9.4,6.04,3.35,2,0,0,5,1,1,0.0,0.76,6.84,80.3,70.01,22.82,61.22,129.0,0.27,34.25
Delhi,28.9,Male,2,9.7,5.72,3.62,0,2,1,5,0,2,44.7,0.73,2.75,74.06,79.12,28.87,68.66,121.7,0.54,47.33
Pimpri-Chinchwad,16.0,Female,4,9.8,7.55,1.36,5,1,0,4,1,1,28.5,0.9,3.46,45.93,53.64,23.29,70.1,80.6,0.19,55.26
Kalyan-Dombivli,20.3,Female,4,9.0,3.94,1.66,3,0,1,3,7,2,55.4,0.98,9.15,64.01,35.48,25.28,55.98,105.9,0.39,50.72
Mumbai,39.0,Male,3,10.0,5.06,3.02,1,0,0,3,5,3,44.0,0.0,7.98,74.09,76.76,20.85,78.15,121.4,0.4,45.26
Kochi,16.0,Female,5,6.1,7.33,2.0,0,0,1,4,3,0,83.8,1.42,4.66,51.55,75.51,28.82,43.02,80.3,0.73,46.95
Bhopal,41.9,Male,4,10.2,6.08,2.52,1,1,1,4,5,2,31.6,1.69,4.2,51.74,48.05,23.09,33.41,122.0,0.94,48.36
Agra,35.2,Male,6,11.0,6.78,1.33,3,0,1,4,1,4,55.8,1.14,5.34,46.26,36.13,34.01,69.5,105.8,0.24,62.52
Thane,43.2,Female,5,10.5,6.83,2.99,4,1,0,5,2,1,21.3,1.81,7.56,63.73,69.71,31.1,46.11,74.9,0.46,51.09
Lucknow,28.0,Male,4,8.2,8.7,2.56,1,0,0,3,3,2,18.4,1.43,1.0,66.62,42.75,25.19,76.94,11.4,0.36,62.44
